Entry number,Primary image,Volume and folio,Volume,Type,Script,Occupations [Synthesised],Occupations stated in main metadata,Additional occupations & titles in body of deposition,Stated activities in body of text,Expertise or relationships evident in body of text,Date of deposition. MODERNIZED; ENGLISH CALENDAR ,Ship specified in which shipped or supplied to ,Ship master or skipper of captain ,Town and/or province and/or county to which primary ship belonged [with which deponent associated],COMPOSITE BURTHEN [tons],Details of ship's lading and her laders; including value of lading; and freight charges,Documents [letters; books; journals; notes; verbal contracts]; Making & Use of documents,"Language, reading & writing skills, quantitative skills; weighing; navigation skills; mapping skills; schools",Financial structures [bills of exchange; lending; assurance]; Late payments for freight; Legal agreements; Verbal contracts; Bonds; Debts; Bankruptcy; Currency exchange; Bullion; Trading profit calculations,Current country,Street/Hamlet,Parish/Precinct/Liberty,Town/Borough,"County, Province or Region",Age,Year of deposition,First name,Middle names,Surname,Voyage nodal points
15878,21091023_145226,KaggleTestSnippet_HCA_1361_f.156r_Two.PNG,HCA 13/61,Signature,Roman,Interpreter,N/A,Interpreter,,,,ffisher of Serdam [min. est burthen = 307 tons],Alred Kynnopson [skipper],Serdam [Holland; United Provinces],,,,,,N/A,,,N/A,,N/A,1648,?,,Marius,[?/Bristol [England]/Blewet [Britanny; France] or Vanns [Britanny; France]/?]
15880,21091023_145231,KaggleTestSnippet_HCA_1361_f.156v_Two.PNG,HCA 13/61,Signature,Roman,Interpreter,N/A,Interpreter,,,,ffisher of Serdam [min. est burthen = 307 tons],Alred Kynnopson [skipper],Serdam [Holland; United Provinces],,,,,,N/A,,,N/A,,N/A,1648,?,,Marius,[?/Bristol [England]/Blewet [Britanny; France] or Vanns [Britanny; France]/?]
16477,21091023_155943,KaggleTestSnippet_HCA_1361_f.504r.PNG,HCA 13/61,Signature,Roman,Gentleman; Clerk of the Office of Assurance London,Gentleman; Clerk of the Office of Assurance London,,,,,Saint Catherine of Longsound,Eerick Peterson,Longsound [Norway],,,"""In the moneth of January or end of December 1648 or thereabouts there was a pollicie of assurance drawne up in the Registers Office for the Court of Assurance by his contest John Chase one of the clerks of the said office for the assuring Shershaw Cary and company in the Saint Catherine of Longsound (Eerick Peterson master) from Plymouth to Liverpoole, which hee knoweth because hee sawe and perused the said pollicie after it was soe drawen up"" (HCA 13/61 f.503v); ""The interrogate Mr John White caused the said pollicie or writing of assurance to be soe drawne up, and gave order for the same, which said Mr White hee saith sollicited the said assurance and pollicie and procuring the same for and on the behalfe of the said Mr Shershaw Cary and company, which hee knoweth because hee this deponent was moved and imployed by him the said White to procure the same to be underwritten by some of the assurers"" (HCA 13/61 f.503v); ""The said Mr White affirmed and declared to this examinate in the Registers Office of the Court of Assurance London that the said shipp the Katherine of Longsound was at Plymouth and safe and that shee was to goe the voyage in question (and for which the said pollicie or writing was drawne) with a convoy to Liverpoole, and that Mr Carey had treaty or was in treaty with some man of warr to convoy the said shipp the Katherine to Liverpoole the voyage in question"" (HCA 13/61 f.503v); ""Hee this deponent being soe spoken to and imployed by the said Mr White to procure the said pollicie to be subscribed by some of the assurers on the behalfe of the said Cary and Company, hee presented the same accordingly unto diverse of them to be by them underwritten, telling them (as the said Mr White had informed him) that the said shipp the said voyage to Liverpoole was to have convoy, but they obiected the danger of the voyage in regard of Irish men of warre that were about that coast, howbeit upon the mention of a convoy they  the more willingly subscribed as to this deponent appeared. And hee beleeveth the said Mr White was present in the office when hee this deponent presented the said pollicie and moved the underwriting thereof by diverse of the assurers"" (HCA 13/61 f.504r); ""Hee was present at the underwriting of the said pollicie by Mr Bigge, Mr Gould, Mr Torrold, Mr Polsted, Mr Gareland, Mr Webster and diverse others of the assurers, and that the  time of such their underwriting therein mentioned, which was soe donne in the office aforesaid, but whoe in particular were present besides, hee saith hee remembreth not, there being diverse comming in and going out"" (HCA 13/61 f.504r); ""Hee beleeveth that soe many of the said assurers had underwritten the said pollicie before this deponent heard any speech of or about any convoy for the said shipp the said voyage, as their subscriptions amounted (to his best remembrance) unto the summe of sixteene or seaventeene hundred pounds or thereabouts, but whoe they were by name hee doth not nowe remember and the rest hee beleeveth subscribed after such declaration and speech of convoy"" (HCA 13/61 f.504r); ""It is an usuall and ordinary thinge when a shipp is aggreed upon and warranted to goe with convoy, to put the same downe by way of memorandum under the pollicie of assurance, and the reason why such memorandum is not sett downe in the pollicie in question, is because the said Mr White did not really warrant that the said shipp should have Convoy the said voyage in question"" (HCA 13/61 f.504r)",,"""In the moneth of January or end of December 1648 or thereabouts there was a pollicie of assurance drawne up in the Registers Office for the Court of Assurance by his contest John Chase one of the clerks of the said office for the assuring Shershaw Cary and company in the Saint Catherine of Longsound (Eerick Peterson master) from Plymouth to Liverpoole, which hee knoweth because hee sawe and perused the said pollicie after it was soe drawen up"" (HCA 13/61 f.503v); ""The interrogate Mr John White caused the said pollicie or writing of assurance to be soe drawne up, and gave order for the same, which said Mr White hee saith sollicited the said assurance and pollicie and procuring the same for and on the behalfe of the said Mr Shershaw Cary and company, which hee knoweth because hee this deponent was moved and imployed by him the said White to procure the same to be underwritten by some of the assurers"" (HCA 13/61 f.503v); ""The said Mr White affirmed and declared to this examinate in the Registers Office of the Court of Assurance London that the said shipp the Katherine of Longsound was at Plymouth and safe and that shee was to goe the voyage in question (and for which the said pollicie or writing was drawne) with a convoy to Liverpoole, and that Mr Carey had treaty or was in treaty with some man of warr to convoy the said shipp the Katherine to Liverpoole the voyage in question"" (HCA 13/61 f.503v); ""Hee this deponent being soe spoken to and imployed by the said Mr White to procure the said pollicie to be subscribed by some of the assurers on the behalfe of the said Cary and Company, hee presented the same accordingly unto diverse of them to be by them underwritten, telling them (as the said Mr White had informed him) that the said shipp the said voyage to Liverpoole was to have convoy, but they obiected the danger of the voyage in regard of Irish men of warre that were about that coast, howbeit upon the mention of a convoy they  the more willingly subscribed as to this deponent appeared. And hee beleeveth the said Mr White was present in the office when hee this deponent presented the said pollicie and moved the underwriting thereof by diverse of the assurers"" (HCA 13/61 f.504r); ""Hee was present at the underwriting of the said pollicie by Mr Bigge, Mr Gould, Mr Torrold, Mr Polsted, Mr Gareland, Mr Webster and diverse others of the assurers, and that the  time of such their underwriting therein mentioned, which was soe donne in the office aforesaid, but whoe in particular were present besides, hee saith hee remembreth not, there being diverse comming in and going out"" (HCA 13/61 f.504r); ""Hee beleeveth that soe many of the said assurers had underwritten the said pollicie before this deponent heard any speech of or about any convoy for the said shipp the said voyage, as their subscriptions amounted (to his best remembrance) unto the summe of sixteene or seaventeene hundred pounds or thereabouts, but whoe they were by name hee doth not nowe remember and the rest hee beleeveth subscribed after such declaration and speech of convoy"" (HCA 13/61 f.504r); ""It is an usuall and ordinary thinge when a shipp is aggreed upon and warranted to goe with convoy, to put the same downe by way of memorandum under the pollicie of assurance, and the reason why such memorandum is not sett downe in the pollicie in question, is because the said Mr White did not really warrant that the said shipp should have Convoy the said voyage in question"" (HCA 13/61 f.504r)",England,,,N/A,,31,1649,Edward,,Markland,[?/Plymouth [Devon; England]/Liverpool [England]/?]
16541,21091023_160339,KaggleTestSnippet_HCA_1361_f.533r_One.PNG,HCA 13/61,Signature,Roman,Mariner; Part-owner of ship [of the Content of London]; Not present on ship [of the Content of London],Mariner,Part-owner of ship [of the Content of London]; Not present on ship [of the Content of London],,,,Content of London,Godfrey Jones [master],London [England],,LADING AT LONDON: IRON; LINNEN CLOTH; WOOLLEN CLOTH; STRONG WATERS; KNIVES; BEADS; OTHER SMALL COMMODITIES; LADING AT GUINEA: NEGRO SLAVES,,,,England,,Saint Michaels Cornhill,London,,52,1649,Thomas,,Marriot,[London [England]/Guinea/Barbados/Tortuga Islands/London [England]]
16524,21091023_160232,KaggleTestSnippet_HCA_1361_f.526r_Two.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Recommended a ship and master to Mr Roberts and company,Mariner,,Recommended a ship and master to Mr Roberts and company,,Jun 15th 1649,Desire,Henry Colquite [master],,,,,,,England,,Cornhill,London,,53,1649,Thomas,,Marriott,[London [England]/Bristol [England]/?]
16525,21091023_160232,KaggleTestSnippet_HCA_1361_f.526r_One.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Recommended a ship and master to Mr Roberts and company,Mariner,,Recommended a ship and master to Mr Roberts and company,,Jun 15th 1649,Desire,Henry Colquite [master],,,,,,,England,,Cornhill,London,,53,1649,Thomas,,Marriott,[London [England]/Bristol [England]/?]
15997,21091023_150056,KaggleTestSnippet_HCA_1361_f.212r_One.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master [of unnamed ships],Mariner,Master [of unnamed ships],,,,Unnamed ships,ADD NAME,,,,,,,England,,,Ipswich,Suffolk,50,1648,Thomas,,Marsh,[?/Eastland/?]
15901,21091023_145440,KaggleTestSnippet_HCA_1361_f.169v_Two.PNG,HCA 13/61,Marke,N/A,Seaman; In ship [of the Rumble Haven of Horne],Seaman,In ship [of the Rumble Haven of Horne],,,Oct 6th 1648,Rumble Haven of Horne,Bouwen Cornelison [master],Horne [West Friezland],,"LADING FROM NORWAY: DEALS; LADING FROM LIMERICK; WOOL; HIDES; ""Shee had delivered her lading at Limbrick which said lading was deale boards of the number of nine thousand or thereabouts and were brought thither in her from Norway, and the lading taken in againe at Limbrey consisted cheifely of wooll and hides part wherof hee heard belonged to one Mr White a merchant living in Amsterdam, but who were owners of the rest of the said goods hee saith hee knoweth not"" (HCA 13/61 f.169v)",,,,Spanish Netherlands [Brabant],,,Antwerp,Brabant,37,1648,Richardus,,Marshall,[Hoorn [Holland; United Provinces]/Norway/Limerick [Ireland]/?]
16074,21091023_150949,KaggleTestSnippet_HCA_1361_f.276r_Two.PNG,HCA 13/61,Signature,Roman,Mariner; Master [of the George of Colchester],Mariner,Master [of the George of Colchester],,,,George of Colchester,George Marten [master],Colchester [Essex; England],,,,,,England,,,Wivenhoe near Colchester,Essex,44,1649,Georgius,,Marten,[?/France/London [England]]
16500,21091023_160046,KaggleTestSnippet_HCA_1361_f.512v_Two.PNG,HCA 13/61,Signature,Roman,Employed to take out goods from a prize named the Expectation ,?,,,,,Expectation,,,,,,,,England,,,Plymouth,Devon,50,1649,John,,Martin,NO VOYAGE DETAILS
16288,21091023_153834,KaggleTestSnippet_HCA_1361_f.424v_One.PNG,HCA 13/61,Signature,Roman,"Famulus [servant] and Apprenticius [apprentice] [to Lazarus Annis, scrivener]",Scriptoris [scrivener],,"Present at the signing, sealing and delivery of a bill of sale for part of the ship the Reformation",,,Reformation,,,,,"""On or about the 24th day of December 1644 being the day of the date of the said schedule hee this deponent was present with his contest lazarus Annis and did see the arlate John Stretton seale, subscribe and for his act and deede deliver the said schedule being the originall bill of sale by him made of a 16th part of the said shipp to the arlate Robert Bowers, which when hee had soe donne this deponent and his said contest sett their  names on the back of the same (as nowe appeareth) as witnesses of the said sealing and delivery. And to his remembranse the same was soe donne in the shopp of the said Annis situat in the Borough of Southwarke"" (HCA 13/61 f.424v)",,,England,,Saint Olaves Southwark,Southwark,Surrey,27,1649,Hugo,,Mason,NO VOYAGE DETAILS
16482,21091023_155956,KaggleTestSnippet_HCA_1361_f.505v_Two.PNG,HCA 13/61,Signature,Roman,Shipwright [on ship]; Carpenter [of the Concord],Shipwright ,Carpenter [of the Concord],,,,Concord,[Phillip ?Gethins],,,,,,,England,N/A,Stepney,,Middlesex,22,1649,James,,Mathewes,[London [England]/Newfoundland/?]
15971,21091023_145929,KaggleTestSnippet_HCA_1361_f.201v_Two.PNG,HCA 13/61,Marke,N/A,Marriner [mariner]; Master [of the Mayflower of Pickleherring],Mariner,Master [of the Mayflower of Pickleherring],Received quantity of beer from Southwark brewer on his hoy  to be laded in board the Saint George,,,Mayflower of Pickleherring [hoy],John May [master],Pickleherring [Southwark; England],,LADING: BEER,,,,England,,,Southwark,Surrey,26,1648,John,,May,[Mr Horton's key [Southwark]/Chatham [Kent; England]]
16109,21091023_151413,KaggleTestSnippet_HCA_1361_f.307v_One.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Quartermaster [of the Saint Gregorie],Mariner,Quartermaster [of the Saint Gregorie],,,,Saint Gregorie of Hoorn,John Johnson Poortier,Hoorn [Holland; United Provinces],,,,"""Hee hath some understanding in the English tongue having sayled in companie with severall English men from Dunkirke and other places, but confesseth hee understandeth more badd words than good in that language, as namely theis wounds, bastard, houndsfoot, horseturd, and the like and I will cutt your cable and such others predeposed hee well understandeth"" (HCA 13/61 f.307v)",,Germania [Germany],,,Augsbury,Upper Germany,26,1649,Ulrick,,Mayer,[River Thames]
16278,21091023_153753,KaggleTestSnippet_HCA_1361_f.420r.PNG,HCA 13/61,Initials,Roman,Nauta [mariner]; Master of smack [of the Samuel of Milton]; Waiting to buy fish from fishermen and to carry to London,Mariner,Master of smack [of the Samuel of Milton],,,,Samuel of Milton [smack],Thomas Meade [master],Milton [Kent; England],,,,,,England,,,Milton,Kent,46,1649,Thomas,,Meade,[?/Off the North Foreland [England]/London [England]]
15950,21091023_145736,KaggleTestSnippet_HCA_1361_f.191v.PNG,HCA 13/61,Initials,Roman,Nauta [mariner]; Possibly a lighterman; Witnessed accidental shooting of George Robinson by the ship the Pilgrim,Mariner,Possibly a lighterman,Witnessed accidental shooting of George Robinson by the ship the Pilgrim,,,Unnamed lighter,,,,,,,,England,Wapping,Stepney,,Middlesex,45,1648,Edwardus,,Mekateur,[River Thames]
16237,21091023_153513,KaggleTestSnippet_HCA_1361_f.402v_Two.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Viewed ship in the River Thames [of the Jonas],Mariner,,,,,Jonas,Richard Wiltshire [master],,,,,,,England,Redriff,,,Surrey,58,1649,Edwardus,,Merryall,[?/London [England]
16370,21091023_154335,KaggleTestSnippet_HCA_1361_f.458v.PNG,HCA 13/61,Initials,Roman,Civis [citizen] and Cooper,Citizen; Cooper,,,,,,,,,,,,,England,,All Hallows Barking,London,,32,1649,Henricus,,Mesant,
15721,21091023_143334,KaggleTestSnippet_HCA_1361_f.50r.PNG,HCA 13/61,Signature,Roman,N/A,N/A,,,,,,,,,,,,,,,,N/A,,N/A,1648,ffranciscus,,Meville,
15866,21091023_145122,KaggleTestSnippet_HCA_1361_f.149r.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; One of the company [of the Elizabeth],Mariner,One of the company [of the Elizabeth],,,,Elizabeth [burthen = 300 tons],Mr Stagge,,300,,,,,England,,Saint Bottolphs Algate,London,,28,1648,Jacobus,,Milburne,[?/Limehouse reach [River Thames; London; England]/?]
15722,21091023_143342,KaggleTestSnippet_HCA_1361_f.51r.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master's mate [of the John and Ambrose],Mariner,Master's mate [of the John and Ambrose],,,,John and Ambrose [burthen = 200 tons],Robert Church [master],,200,LADING AT NEWFOUNDLAND: FISH,,,,England,Redriff,,,Surrey,50,1648,Petrus,,Milbury,[?/France/Saint Johns [Newfoundland]/Formoose [Newfoundland]/Trinity harbour [Newfoundland]/Lisbon [Portugal]/London [England]]
16130,21091023_151903,KaggleTestSnippet_HCA_1361_f.339r.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master's mate [of the Eagle],Mariner,Master's mate [of the Eagle],,,Mar 3rd 1649,Eagle,Mr Younger [master],,,LADING AT CANARIES: PRESUMABLY CANARY WINE,,,,England,Redriff,,,Surrey,50,1649,Petrus,,Milbury,"[London [England]/Canaries/Margate [Kent; England]]/?London, but driven by bad weather to Flushing]"
16137,21091023_151934,KaggleTestSnippet_HCA_1361_f.341v_Two.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master's mate [of the Eagle],Mariner,Master's mate [of the Eagle],,,Mar 3rd 1649,Eagle,Mr Younger [master],,,LADING AT CANARIES: PRESUMABLY CANARY WINE,,,,England,Redriff,,,Surrey,50,1649,Petrus,,Milbury,"[London [England]/Canaries/Margate [Kent; England]]/?London, but driven by bad weather to Flushing]"
16002,21091023_150112,KaggleTestSnippet_HCA_1361_f.214r.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Boatswain [of the Dove]; One of the company [of the Dove],Mariner,Boatswain [of the Dove]; One of the company [of the Dove],,,,Dove,John Acland [master and commander],,,LADING AT BARBADOS: SUGARS; COTTON WOOL; TOBACCO; GINGER; INDIGO; OTHER GOODS,"""Within the time arlate the said shipp the Dove was and remained at the Barbadoes, and during her aboade there did receive and take on board her diverse sugars, cotton woolls, tobaccoe, ginger and indicoe and other goods for the accompt of the arlate [Mr XXX]  Mr Applethwaite and  severall other persons, to be carried in the said shipp to this port of London and there to be delivered, which hee knoweth because hee this deponent being boatswaine of the said shipp sawe the same come aboard there and entred the same in his booke"" (HCA 13/61 f.213v)",,,England,N/A,Stepney,,Middlesex,34,1648,Thomas,,Minshall,[?/Barbados/London [England]]
15834,21091023_144703,KaggleTestSnippet_HCA_1361_f.130r_One.PNG,HCA 13/61,Signature,Roman,Merchant,Merchant,,,,,,,,,,,,,England,,N/A,London,,N/A,1648,Abrahamus,,Miter,
15851,21091023_144954,KaggleTestSnippet_HCA_1361_f.138v.PNG,HCA 13/61,Signature,Roman,Merchant,Merchant,,,,,,,,,,,,,,,,N/A,,N/A,1648,Abrahamus,,Miter,
16514,21091023_160142,KaggleTestSnippet_HCA_1361_f.520r.PNG,HCA 13/61,Signature,Roman,"Generosus [gentleman]; Former servant to the Earl of Warwick, the Lord Admiral",Gentleman,"Former servant to the Earl of Warwick, the Lord Admiral",,,,,,,,,,,,England,,,[?Canterbury],[?Kent],31,1649,Richardus,,Monins,
15883,21091023_145316,KaggleTestSnippet_HCA_1361_f.160r.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Resident in Shadwell and eye witness,Mariner,,Resident in Shadwell and eye witness,,,,,,,,,,,England,Shadwell,Stepney,,Middlesex,30,1648,Johannes,,Moore,
15938,21091023_145704,KaggleTestSnippet_HCA_1361_f.188r_One.PNG,HCA 13/61,Initials [or marke],Roman,Mariner; One of the company [of the Talbot]; Former prisoner at Albozine in Barbary,Mariner,One of the company [of the Talbot]; Former prisoner at Albozine in Barbary,,,Oct 28th 1648,Talbot [burthen = 350 to 430 tons],Joseph Blowe [master],,390,LADING AT SUTA: WHEAT; PLANNED LADING AT ALBOZINE: CORN,,"""While hee was in prison hee was informed by some of his fellowes that understood Morisco that the Moores said that if the said shipp and lading taken by Captaine Hawkins and the Captaine of the said shipp were rescued they should be released"" (HCA 13/61 f.187v)",,England,Wapping,N/A,,Middlesex,38,1648,Richardus,,Moore,[?/Galicia [Spain]/Suta [Barbary]//Suta [Barbary]/Albozine [Barbary]/Cadiz [Spain]/Malaga [Spain]/Albozine [Barbary]/?]
15941,21091023_145710,KaggleTestSnippet_HCA_1361_f.188v_Two.PNG,HCA 13/61,Initials [or marke],Roman,Mariner; One of the company [of the Talbot]; Former prisoner at Albozine in Barbary,Mariner,One of the company [of the Talbot]; Former prisoner at Albozine in Barbary,,,Oct 28th 1648,Talbot [burthen = 350 to 430 tons],Joseph Blowe [master],,390,LADING AT SUTA: WHEAT; PLANNED LADING AT ALBOZINE: CORN,,,,England,Wapping,N/A,,Middlesex,38,1648,Richardus,,Moore,[?/Galicia [Spain]/Suta [Barbary]//Suta [Barbary]/Albozine [Barbary]/Cadiz [Spain]/Malaga [Spain]/Albozine [Barbary]/?]
15986,21091023_150030,KaggleTestSnippet_HCA_1361_f.208v_Two.PNG,HCA 13/61,Signature,Roman,Mariner; Not employed in named ship; Possibly a master or officer,Mariner,Not employed in named ship; Possibly a master or officer,,,,Marigold,,,,,"""Hee this examinate first heard of the losse of the shippe called the Marigold on or aboute the fourth day of November 1647, whereof hee was certified by a letter from John fforth of Ipswich shipwright bearing date (to his best remembrance) on the second day of the said moneth. And saith it was before the sixth day of the said moneth of November last that hee was soe certified by letter of the losse of the said shipp, And otherwise hee saith hee cannot answer, saving that to his best remembrance tHE said letter was brought unto him by the porter of the poste of Ipswich aforesaid"" (HCA 13/61 f.208r); ""Hee knoweth not of any letter sent unto or received by the arlate Mrs Little intimatinge the losse of the said shipp, and saith the contents of his said letter soe received from Mr fforth soe farr forth as concerned the said shipp was that Richard Little's shipp was suncke or lost or to that effect, saying hee doth not otherwise remember either the contents of the said letter or the said business, it being soe longe since donne and soe little concerning him, that hee had noe occasion to beare it in not much"" (HCA 13/61 f.208v)",,,England,Wapping,N/A,,Middlesex,43,1648,William,,Moore,NO VOYAGE DETAILS
16025,21091023_150357,KaggleTestSnippet_HCA_1361_f.232v_Two.PNG,HCA 13/61,Signature,Roman,Mariner; Not employed in named ship,Mariner,Not employed in named ship,,,,Marigold,Richard Little,,,,"""Hee this examinate first heard of the losse of the shipp the Marigold interrogate on the third or fourth day of November 1647, on which day hee received a letter to that purpose from Mr John fforth of Ipswich, sent to him this examinate…The said letter beares date the second of the said November"" (HCA 13/61 f.232v); ""Hee neither made nor procured any such policie of ensurance as is arlate to be made, and saith that the contents of his said letter touching the said shipp were that shee was cast away"" (HCA 13/61 f.232v); ""Within the same short time after his receipt of the said letter the said Mrs Little (understanding that this examinate had some advise concerneing the said shipp) sent to him by her maide to send her the said letter, but saith that hee wrote a note there out of his letter (which was that shee was cast away) and sent it her, but howe many dayes this was after hee had notice thereof hee saith hee cannot by any measnes call to minde"" (HCA 13/61 f.232v); ""The next day after hee received the said letter hee made the contents thereof touching the losse of the said shipp knowne to severall persons, but hee remembreth not any one of them by name, or whether any of them were owners of the said shipp or not...He showed the said letter to [?Mr] Truelove, but whether before or after the sixth of November hee remembreth not"" (HCA 13/61 f.232v)",,"""Hee this examinate first heard of the losse of the shipp the Marigold interrogate on the third or fourth day of November 1647, on which day hee received a letter to that purpose from Mr John fforth of Ipswich, sent to him this examinate…The said letter beares date the second of the said November"" (HCA 13/61 f.232v); ""Hee neither made nor procured any such policie of ensurance as is arlate to be made, and saith that the contents of his said letter touching the said shipp were that shee was cast away"" (HCA 13/61 f.232v); ""Within the same short time after his receipt of the said letter the said Mrs Little (understanding that this examinate had some advise concerneing the said shipp) sent to him by her maide to send her the said letter, but saith that hee wrote a note there out of his letter (which was that shee was cast away) and sent it her, but howe many dayes this was after hee had notice thereof hee saith hee cannot by any measnes call to minde"" (HCA 13/61 f.232v); ""The next day after hee received the said letter hee made the contents thereof touching the losse of the said shipp knowne to severall persons, but hee remembreth not any one of them by name, or whether any of them were owners of the said shipp or not...He showed the said letter to [?Mr] Truelove, but whether before or after the sixth of November hee remembreth not"" (HCA 13/61 f.232v)",England,,Saint Mary Matsellon alias Whitechapel,London,,42,1649,William,,Moore,NO VOYAGE DETAILS
16255,21091023_153620,KaggleTestSnippet_HCA_1361_f.410v_One.PNG,HCA 13/61,Signature,Roman,Scriptor [scrivener],Scrivener,,,,,,,,,,,,,England,Wapping,N/A,,Middlesex,43,1649,Willielmus,,Moore,
16398,21091023_154512,KaggleTestSnippet_HCA_1361_f.470r.PNG,HCA 13/61,Signature,Roman,Merchant,Merchant,,,,,ffortune of Amsterdam,,,,,,,,England,,,Bristol,Bristol,29,1649,Thomas,,Moore,NO VOYAGE DETAILS
16536,21091023_160326,KaggleTestSnippet_HCA_1361_f.531v.PNG,HCA 13/61,Signature,Roman,Scriptor [scrivener],Scrivener,,,,,,,,,,,,,England,,,,,43,1649,Willielmus,,Moore,
15706,21091023_143238,KaggleTestSnippet_HCA_1361_f.44r.PNG,HCA 13/61,Signature,Roman,"Nauta [mariner]; Master's mate [of the America]; Former servant and apprentice [to William Haddock, master of the America]; Brother-in-law [of William Haddocke]",Mariner,"Master's mate [of the America]; Former servant and apprentice [to William Haddock, master of the America]",Brother-in-law [of William Haddocke],,,America,,,,,,,,England,Wapping,N/A,,Middlesex,29,1648,Daniel,,Morgan,[?/Let out in service of Republic of Venice//Venice; Livorno; Alicante [Spain]; Malaga [Spain]; Cadiz [Spain]/?]
15707,21091023_143247,KaggleTestSnippet_HCA_1361_f.45r_One.PNG,HCA 13/61,Signature,Roman,"Famulus [servant] and Apprenticius [apprentice] [of William Haddocke, master of ship, of the America]; Brother of Daniel Morgan, master's mate of the America",Servant; Apprentice,,"Brother of Daniel Morgan, master's mate of the America",,,America,,,,,,,,England,,N/A,N/A,,21,1648,Thomas,,Morgan,[?/Let out in service of Republic of Venice//Venice; Livorno; Alicante [Spain]; Malaga [Spain]; Cadiz [Spain]/?]
16412,21091023_154606,KaggleTestSnippet_HCA_1361_f.476v.PNG,HCA 13/61,Signature,Roman,"Mariner; Servant [to William Greene, master of the John and Sarah of London]",,,,,,John and Sarah of London,William Greene [master],London [England],,,,,,England,,Saint Magdalen Bermondsey,,,21,1649,William,,Morris,NO VOYAGE DETAILS
15982,21091023_150017,KaggleTestSnippet_HCA_1361_f.207r.PNG,HCA 13/61,Signature,Roman,"Scriptoris [scrivener]; Son of William Mosely, scrivener",Scrivener,,,"Son of William Mosely, scrivener",,Simon and James [burthen = 80 tons],Phenix Tyler,,,,,,,England,,Saint Dunstans in the East,London,,19,1648,Johannes,,Mosely,NO VOYAGE DETAILS
16001,21091023_150109,KaggleTestSnippet_HCA_1361_f.213v.PNG,HCA 13/61,Signature,Roman,Naupegus [shipwright] ; Carpenter [on ship [of the Dove],Shipwright,Carpenter [on ship [of the Dove],,,,Dove,John Acland [master and commander],,,LADING AT BARBADOS: SUGARS; COTTON WOOL; TOBACCO; GINGER; INDIGO; OTHER GOODS,,,,England,Wapping,N/A,,Middlesex,51,1648,Edwardus,,Mosse,[?/Barbados/London [England]]
16355,21091023_154214,KaggleTestSnippet_HCA_1361_f.451r.PNG,HCA 13/61,Signature,Roman,Sailor [of the the Endeavour of London],Sailor [of the the Endeavour of London],,,,,Endeavour of London [ketch],Edward ffilson [captain or commander],London [England],20,,"""This deponent being imployed betweene the said Captaine and Curtis to carry letters and by them made acquainted with their designe in the foresaid busines"" (HCA 13/61 f.451r); ""Hee received both the letters interrate (being the third schedule anexed) of and from the said Curtis to be delivered to the said Philson [= ffilson], which hee soe received the one at the clock and diall in Saint Catherines, and the other at Stepney in a taverne there"" (HCA 13/61 f.451r)",,,England,,Precinct of Saint Catherines near the Tower of London,,,37,1649,Richardus,,Mower,NO VOYAGE DETAILS
16518,21091023_160200,KaggleTestSnippet_HCA_1361_f.522r.PNG,HCA 13/61,Signature,Roman,"Famulus [servant] and Apprenticius [apprentice] [to Thomas Lenthall, party producent]",Servant; Apprentice,,,,Jun 11th 1649,Jonas,,,,LADING AT ?: ORANGES; LEMONS,,,,England,,,N/A,,20,1649,Johannes,,Mowle,[?/London [England]]
15735,21091023_143510,KaggleTestSnippet_HCA_1361_f.60v.PNG,HCA 13/61,Signature,Roman,"Brewer; Servant [to William Crosse and Magdalen Pauls, owners of a Southwark brewhouse]; Clerk [to the brewhouse]",Brewer,"Servant [to William Crosse ad Magdalen Pauls, owners of a Southwark brewhouse]; Clerk [to the brewhouse]",,,,,,,,,,,,England,,Saint Olaves Southwark,Southwark,Surrey,35,1648,Abrahamus,,Muco,
16364,21091023_154311,KaggleTestSnippet_HCA_1361_f.455v.PNG,HCA 13/61,Signature,Roman,Blacksmith,Blacksmith,,,,,CHECK IF MARY OR HENRY BONADVENTURE,,,,,,,,England,Shadwell,Stepney,,Middlesex,32,1649,Edward,,Mumford,NO VOYAGE DETAILS
16365,21091023_154313,KaggleTestSnippet_HCA_1361_f.456r.PNG,HCA 13/61,Signature,Roman,Blacksmith,Blacksmith,,,,,CHECK IF MARY OR HENRY BONADVENTURE,,,,,,,,England,Shadwell,Stepney,,Middlesex,32,1649,Edward,,Mumford,NO VOYAGE DETAILS
